n_walkers,n_volume,mu,lmax,D,TargetShape,DiskDiameter,n_targets,fixed_target_dist,detection_time,probability
1,134217728,2.2,256,50.00,Line,50,1,0.0,4531116.99,1.00
1,134217728,2.2,256,8.55,Ball_no_boundary,50,1,0.0,483328.95,1.00
1,134217728,2.2,256,100.00,Line,100,1,0.0,184516.61,1.00
1,134217728,2.2,256,10.70,Ball_no_boundary,100,1,0.0,5235219.42,1.00
1,134217728,2.2,256,200.00,Line,200,1,0.0,467323.78,1.00
1,134217728,2.2,256,13.43,Ball_no_boundary,200,1,0.0,143409.04,1.00
1,134217728,2.2,256,250.00,Line,250,1,0.0,180869.26,1.00
1,134217728,2.2,256,14.46,Ball_no_boundary,250,1,0.0,232404.52,1.00
1,134217728,2.2,256,300.00,Line,300,1,0.0,1900827.31,1.00
1,134217728,2.2,256,15.36,Ball_no_boundary,300,1,0.0,665164.13,1.00
1,134217728,2.2,256,350.00,Line,350,1,0.0,135837.19,1.00
1,134217728,2.2,256,16.16,Ball_no_boundary,350,1,0.0,5642752.26,1.00
1,134217728,2.2,256,400.00,Line,400,1,0.0,886093.44,1.00
1,134217728,2.2,256,16.90,Ball_no_boundary,400,1,0.0,3022417.87,1.00
1,134217728,2.2,256,450.00,Line,450,1,0.0,5285.70,1.00
1,134217728,2.2,256,17.57,Ball_no_boundary,450,1,0.0,779886.37,1.00
1,134217728,2.2,256,500.00,Line,500,1,0.0,144583.03,1.00
1,134217728,2.2,256,18.20,Ball_no_boundary,500,1,0.0,167705.11,1.00
1,134217728,2.4,256,10.00,Line,10,1,0.0,64346443.58,1.00
1,134217728,2.4,256,5.24,Ball_no_boundary,10,1,0.0,3685927.40,1.00
1,134217728,2.4,256,25.00,Line,25,1,0.0,15434096.99,1.00
1,134217728,2.4,256,6.87,Ball_no_boundary,25,1,0.0,19583446.30,1.00
1,134217728,2.4,256,50.00,Line,50,1,0.0,6684234.34,1.00
1,134217728,2.4,256,8.55,Ball_no_boundary,50,1,0.0,3140622.37,1.00
1,134217728,2.4,256,100.00,Line,100,1,0.0,1494454.86,1.00
1,134217728,2.4,256,10.70,Ball_no_boundary,100,1,0.0,11998066.58,1.00
1,134217728,2.4,256,200.00,Line,200,1,0.0,1667349.42,1.00
1,134217728,2.4,256,13.43,Ball_no_boundary,200,1,0.0,701721.01,1.00
1,134217728,2.4,256,250.00,Line,250,1,0.0,2454203.54,1.00
1,134217728,2.4,256,14.46,Ball_no_boundary,250,1,0.0,2927948.32,1.00
1,134217728,2.4,256,300.00,Line,300,1,0.0,200118.94,1.00
1,134217728,2.4,256,15.36,Ball_no_boundary,300,1,0.0,2024419.32,1.00
1,134217728,2.4,256,350.00,Line,350,1,0.0,436299.44,1.00
1,134217728,2.4,256,16.16,Ball_no_boundary,350,1,0.0,3542907.39,1.00
1,134217728,2.4,256,400.00,Line,400,1,0.0,705120.01,1.00
1,134217728,2.4,256,16.90,Ball_no_boundary,400,1,0.0,2653964.16,1.00
1,134217728,2.4,256,450.00,Line,450,1,0.0,187255.07,1.00
1,134217728,2.4,256,17.57,Ball_no_boundary,450,1,0.0,2492746.06,1.00
1,134217728,2.4,256,500.00,Line,500,1,0.0,879314.82,1.00
1,134217728,2.4,256,18.20,Ball_no_boundary,500,1,0.0,600113.29,1.00
1,134217728,2.6,256,10.00,Line,10,1,0.0,8612998.85,1.00
1,134217728,2.6,256,5.24,Ball_no_boundary,10,1,0.0,15205973.87,1.00
1,134217728,2.6,256,25.00,Line,25,1,0.0,1208086.27,1.00
1,134217728,2.6,256,6.87,Ball_no_boundary,25,1,0.0,13236801.49,1.00
1,134217728,2.6,256,50.00,Line,50,1,0.0,12514443.20,1.00
1,134217728,2.6,256,8.55,Ball_no_boundary,50,1,0.0,11555606.93,1.00
1,134217728,2.6,256,100.00,Line,100,1,0.0,2267046.85,1.00
1,134217728,2.6,256,10.70,Ball_no_boundary,100,1,0.0,273540.96,1.00
1,134217728,2.6,256,200.00,Line,200,1,0.0,934219.02,1.00
1,134217728,2.6,256,13.43,Ball_no_boundary,200,1,0.0,2253026.96,1.00
1,134217728,2.6,256,250.00,Line,250,1,0.0,1057552.96,1.00
1,134217728,2.6,256,14.46,Ball_no_boundary,250,1,0.0,640729.93,1.00
1,134217728,2.6,256,300.00,Line,300,1,0.0,1451339.00,1.00
1,134217728,2.6,256,15.36,Ball_no_boundary,300,1,0.0,897228.04,1.00
1,134217728,2.6,256,350.00,Line,350,1,0.0,448992.33,1.00
1,134217728,2.6,256,16.16,Ball_no_boundary,350,1,0.0,160709.89,1.00
1,134217728,2.6,256,400.00,Line,400,1,0.0,72286.30,1.00
1,134217728,2.6,256,16.90,Ball_no_boundary,400,1,0.0,1295304.50,1.00
1,134217728,2.6,256,450.00,Line,450,1,0.0,2575573.50,1.00
1,134217728,2.6,256,17.57,Ball_no_boundary,450,1,0.0,1386086.36,1.00
1,134217728,2.6,256,500.00,Line,500,1,0.0,141762.17,1.00
1,134217728,2.6,256,18.20,Ball_no_boundary,500,1,0.0,227391.47,1.00
1,134217728,2.8,256,10.00,Line,10,1,0.0,7711027.58,1.00
1,134217728,2.8,256,5.24,Ball_no_boundary,10,1,0.0,4799863.14,1.00
1,134217728,2.8,256,25.00,Line,25,1,0.0,19225676.58,1.00
1,134217728,2.8,256,6.87,Ball_no_boundary,25,1,0.0,19658291.84,1.00
1,134217728,2.8,256,50.00,Line,50,1,0.0,15700695.85,1.00
1,134217728,2.8,256,8.55,Ball_no_boundary,50,1,0.0,735488.94,1.00
1,134217728,2.8,256,100.00,Line,100,1,0.0,344769.99,1.00
1,134217728,2.8,256,10.70,Ball_no_boundary,100,1,0.0,10579037.89,1.00
1,134217728,2.8,256,200.00,Line,200,1,0.0,2395360.28,1.00
1,134217728,2.8,256,13.43,Ball_no_boundary,200,1,0.0,559093.80,1.00
1,134217728,2.8,256,250.00,Line,250,1,0.0,464309.95,1.00
1,134217728,2.8,256,14.46,Ball_no_boundary,250,1,0.0,9194055.40,1.00
1,134217728,2.8,256,300.00,Line,300,1,0.0,2812930.29,1.00
1,134217728,2.8,256,15.36,Ball_no_boundary,300,1,0.0,195586.06,1.00
1,134217728,2.8,256,350.00,Line,350,1,0.0,607299.95,1.00
1,134217728,2.8,256,16.16,Ball_no_boundary,350,1,0.0,5262733.30,1.00
1,134217728,2.8,256,400.00,Line,400,1,0.0,2604598.37,1.00
1,134217728,2.8,256,16.90,Ball_no_boundary,400,1,0.0,2040880.96,1.00
1,134217728,2.8,256,450.00,Line,450,1,0.0,45235.08,1.00
1,134217728,2.8,256,17.57,Ball_no_boundary,450,1,0.0,1213109.76,1.00
1,134217728,2.8,256,500.00,Line,500,1,0.0,72541.88,1.00
1,134217728,2.8,256,18.20,Ball_no_boundary,500,1,0.0,175309.61,1.00
1,134217728,3.0,256,10.00,Line,10,1,0.0,1900251.88,1.00
1,134217728,3.0,256,5.24,Ball_no_boundary,10,1,0.0,15831831.46,1.00
1,134217728,3.0,256,25.00,Line,25,1,0.0,17933041.39,1.00
1,134217728,3.0,256,6.87,Ball_no_boundary,25,1,0.0,14732156.10,1.00
1,134217728,3.0,256,50.00,Line,50,1,0.0,8030878.31,1.00
1,134217728,3.0,256,8.55,Ball_no_boundary,50,1,0.0,5247067.76,1.00
1,134217728,3.0,256,100.00,Line,100,1,0.0,1308542.91,1.00
1,134217728,3.0,256,10.70,Ball_no_boundary,100,1,0.0,7596064.55,1.00
1,134217728,3.0,256,200.00,Line,200,1,0.0,1843392.99,1.00
1,134217728,3.0,256,13.43,Ball_no_boundary,200,1,0.0,1581037.64,1.00
1,134217728,3.0,256,250.00,Line,250,1,0.0,771017.32,1.00
1,134217728,3.0,256,14.46,Ball_no_boundary,250,1,0.0,3713677.49,1.00
1,134217728,3.0,256,300.00,Line,300,1,0.0,2323568.65,1.00
1,134217728,3.0,256,15.36,Ball_no_boundary,300,1,0.0,1094249.45,1.00
1,134217728,3.0,256,350.00,Line,350,1,0.0,450172.07,1.00
1,134217728,3.0,256,16.16,Ball_no_boundary,350,1,0.0,1886899.86,1.00
1,134217728,3.0,256,400.00,Line,400,1,0.0,677587.83,1.00
1,134217728,3.0,256,16.90,Ball_no_boundary,400,1,0.0,2840621.06,1.00
1,134217728,3.0,256,450.00,Line,450,1,0.0,1679004.30,1.00
1,134217728,3.0,256,17.57,Ball_no_boundary,450,1,0.0,2285339.97,1.00
1,134217728,3.0,256,500.00,Line,500,1,0.0,138399.87,1.00
1,134217728,3.0,256,18.20,Ball_no_boundary,500,1,0.0,7495364.09,1.00
1,134217728,1.0,256,10.00,Line,10,1,0.0,3298353.47,1.00
1,134217728,1.0,256,5.24,Ball_no_boundary,10,1,0.0,121816669.13,1.00
1,134217728,1.0,256,25.00,Line,25,1,0.0,38485405.00,1.00
1,134217728,1.0,256,6.87,Ball_no_boundary,25,1,0.0,132448532.96,1.00
1,134217728,1.0,256,50.00,Line,50,1,0.0,4613136.50,1.00
1,134217728,1.0,256,8.55,Ball_no_boundary,50,1,0.0,39843971.26,1.00
1,134217728,1.0,256,100.00,Line,100,1,0.0,62009016.28,1.00
1,134217728,1.0,256,10.70,Ball_no_boundary,100,1,0.0,7622746.93,1.00
1,134217728,1.0,256,200.00,Line,200,1,0.0,1035267.01,1.00
1,134217728,1.0,256,13.43,Ball_no_boundary,200,1,0.0,2778026.48,1.00
1,134217728,1.0,256,250.00,Line,250,1,0.0,16829991.52,1.00
1,134217728,1.0,256,14.46,Ball_no_boundary,250,1,0.0,1401369.06,1.00
1,134217728,1.0,256,300.00,Line,300,1,0.0,4201075.10,1.00
1,134217728,1.0,256,15.36,Ball_no_boundary,300,1,0.0,1779935.77,1.00
1,134217728,1.0,256,350.00,Line,350,1,0.0,204486.31,1.00
1,134217728,1.0,256,16.16,Ball_no_boundary,350,1,0.0,4992001.86,1.00
1,134217728,1.0,256,400.00,Line,400,1,0.0,592207.42,1.00
1,134217728,1.0,256,16.90,Ball_no_boundary,400,1,0.0,16667641.96,1.00
1,134217728,1.0,256,450.00,Line,450,1,0.0,346935.98,1.00
1,134217728,1.0,256,17.57,Ball_no_boundary,450,1,0.0,821903.30,1.00
1,134217728,1.0,256,500.00,Line,500,1,0.0,379675.26,1.00
1,134217728,1.0,256,18.20,Ball_no_boundary,500,1,0.0,13437743.51,1.00
1,134217728,1.2,256,10.00,Line,10,1,0.0,92346211.84,1.00
1,134217728,1.2,256,5.24,Ball_no_boundary,10,1,0.0,106886451.31,1.00
1,134217728,1.2,256,25.00,Line,25,1,0.0,50470965.69,1.00
1,134217728,1.2,256,6.87,Ball_no_boundary,25,1,0.0,17767423.14,1.00
1,134217728,1.2,256,50.00,Line,50,1,0.0,65514517.11,1.00
1,134217728,1.2,256,8.55,Ball_no_boundary,50,1,0.0,5867667.08,1.00
1,134217728,1.2,256,100.00,Line,100,1,0.0,15249531.74,1.00
1,134217728,1.2,256,10.70,Ball_no_boundary,100,1,0.0,8673521.08,1.00
1,134217728,1.2,256,200.00,Line,200,1,0.0,9448614.77,1.00
1,134217728,1.2,256,13.43,Ball_no_boundary,200,1,0.0,1565685.53,1.00
1,134217728,1.2,256,250.00,Line,250,1,0.0,17212690.72,1.00
1,134217728,1.2,256,14.46,Ball_no_boundary,250,1,0.0,10524048.55,1.00
1,134217728,1.2,256,300.00,Line,300,1,0.0,6287281.98,1.00
1,134217728,1.2,256,15.36,Ball_no_boundary,300,1,0.0,1805169.54,1.00
1,134217728,1.2,256,350.00,Line,350,1,0.0,1146656.12,1.00
1,134217728,1.2,256,16.16,Ball_no_boundary,350,1,0.0,2094852.03,1.00
1,134217728,1.2,256,400.00,Line,400,1,0.0,4495303.23,1.00
1,134217728,1.2,256,16.90,Ball_no_boundary,400,1,0.0,82848.70,1.00
1,134217728,1.2,256,450.00,Line,450,1,0.0,1321785.60,1.00
1,134217728,1.2,256,17.57,Ball_no_boundary,450,1,0.0,2122628.86,1.00
1,134217728,1.2,256,500.00,Line,500,1,0.0,4874063.82,1.00
1,134217728,1.2,256,18.20,Ball_no_boundary,500,1,0.0,751014.72,1.00
1,134217728,1.4,256,10.00,Line,10,1,0.0,54762835.49,1.00
1,134217728,1.4,256,5.24,Ball_no_boundary,10,1,0.0,8380662.07,1.00
1,134217728,1.4,256,25.00,Line,25,1,0.0,12880077.86,1.00
1,134217728,1.4,256,6.87,Ball_no_boundary,25,1,0.0,33311021.73,1.00
1,134217728,1.4,256,50.00,Line,50,1,0.0,3812019.26,1.00
1,134217728,1.4,256,8.55,Ball_no_boundary,50,1,0.0,24133063.77,1.00
1,134217728,1.4,256,100.00,Line,100,1,0.0,14874219.19,1.00
1,134217728,1.4,256,10.70,Ball_no_boundary,100,1,0.0,2536936.62,1.00
1,134217728,1.4,256,200.00,Line,200,1,0.0,10165132.96,1.00
1,134217728,1.4,256,13.43,Ball_no_boundary,200,1,0.0,4826521.60,1.00
1,134217728,1.4,256,250.00,Line,250,1,0.0,824499.86,1.00
1,134217728,1.4,256,14.46,Ball_no_boundary,250,1,0.0,6844714.58,1.00
1,134217728,1.4,256,300.00,Line,300,1,0.0,3109110.05,1.00
1,134217728,1.4,256,15.36,Ball_no_boundary,300,1,0.0,2066116.75,1.00
1,134217728,1.4,256,350.00,Line,350,1,0.0,5047948.91,1.00
1,134217728,1.4,256,16.16,Ball_no_boundary,350,1,0.0,957897.44,1.00
1,134217728,1.4,256,400.00,Line,400,1,0.0,1403147.75,1.00
1,134217728,1.4,256,16.90,Ball_no_boundary,400,1,0.0,3002882.31,1.00
1,134217728,1.4,256,450.00,Line,450,1,0.0,552449.70,1.00
1,134217728,1.4,256,17.57,Ball_no_boundary,450,1,0.0,3569494.51,1.00
1,134217728,1.4,256,500.00,Line,500,1,0.0,160172.01,1.00
1,134217728,1.4,256,18.20,Ball_no_boundary,500,1,0.0,1300522.07,1.00
1,134217728,1.6,256,10.00,Line,10,1,0.0,11612079.20,1.00
1,134217728,1.6,256,5.24,Ball_no_boundary,10,1,0.0,8374019.33,1.00
1,134217728,1.6,256,25.00,Line,25,1,0.0,5253991.36,1.00
1,134217728,1.6,256,6.87,Ball_no_boundary,25,1,0.0,11156765.02,1.00
1,134217728,1.6,256,50.00,Line,50,1,0.0,12994947.58,1.00
1,134217728,1.6,256,8.55,Ball_no_boundary,50,1,0.0,24900018.60,1.00
1,134217728,1.6,256,100.00,Line,100,1,0.0,1284940.73,1.00
1,134217728,1.6,256,10.70,Ball_no_boundary,100,1,0.0,4135944.56,1.00
1,134217728,1.6,256,200.00,Line,200,1,0.0,67781.86,1.00
1,134217728,1.6,256,13.43,Ball_no_boundary,200,1,0.0,2187027.09,1.00
1,134217728,1.6,256,250.00,Line,250,1,0.0,3118233.14,1.00
1,134217728,1.6,256,14.46,Ball_no_boundary,250,1,0.0,5046505.00,1.00
1,134217728,1.6,256,300.00,Line,300,1,0.0,7084086.14,1.00
1,134217728,1.6,256,15.36,Ball_no_boundary,300,1,0.0,1713311.85,1.00
1,134217728,1.6,256,350.00,Line,350,1,0.0,2370095.83,1.00
1,134217728,1.6,256,16.16,Ball_no_boundary,350,1,0.0,2030094.03,1.00
1,134217728,1.6,256,400.00,Line,400,1,0.0,881100.54,1.00
1,134217728,1.6,256,16.90,Ball_no_boundary,400,1,0.0,2235946.44,1.00
1,134217728,1.6,256,450.00,Line,450,1,0.0,1353377.21,1.00
1,134217728,1.6,256,17.57,Ball_no_boundary,450,1,0.0,560407.58,1.00
1,134217728,1.6,256,500.00,Line,500,1,0.0,365221.61,1.00
1,134217728,1.6,256,18.20,Ball_no_boundary,500,1,0.0,139869.25,1.00
1,134217728,1.8,256,10.00,Line,10,1,0.0,39136882.74,1.00
1,134217728,1.8,256,5.24,Ball_no_boundary,10,1,0.0,26189311.39,1.00
1,134217728,1.8,256,25.00,Line,25,1,0.0,6542948.25,1.00
1,134217728,1.8,256,6.87,Ball_no_boundary,25,1,0.0,16088256.78,1.00
1,134217728,1.8,256,50.00,Line,50,1,0.0,14878013.55,1.00
1,134217728,1.8,256,8.55,Ball_no_boundary,50,1,0.0,17734770.22,1.00
1,134217728,1.8,256,100.00,Line,100,1,0.0,3514221.80,1.00
1,134217728,1.8,256,10.70,Ball_no_boundary,100,1,0.0,4324757.14,1.00
1,134217728,1.8,256,200.00,Line,200,1,0.0,253355.43,1.00
1,134217728,1.8,256,13.43,Ball_no_boundary,200,1,0.0,4585445.63,1.00
1,134217728,1.8,256,250.00,Line,250,1,0.0,2920285.04,1.00
1,134217728,1.8,256,14.46,Ball_no_boundary,250,1,0.0,1166430.19,1.00
1,134217728,1.8,256,300.00,Line,300,1,0.0,1459882.97,1.00
1,134217728,1.8,256,15.36,Ball_no_boundary,300,1,0.0,196463.44,1.00
1,134217728,1.8,256,350.00,Line,350,1,0.0,2389976.90,1.00
1,134217728,1.8,256,16.16,Ball_no_boundary,350,1,0.0,270610.43,1.00
1,134217728,1.8,256,400.00,Line,400,1,0.0,209731.39,1.00
1,134217728,1.8,256,16.90,Ball_no_boundary,400,1,0.0,830314.40,1.00
1,134217728,1.8,256,450.00,Line,450,1,0.0,3582420.83,1.00
1,134217728,1.8,256,17.57,Ball_no_boundary,450,1,0.0,2072484.27,1.00
1,134217728,1.8,256,500.00,Line,500,1,0.0,240578.99,1.00
1,134217728,1.8,256,18.20,Ball_no_boundary,500,1,0.0,2470027.22,1.00
1,134217728,2.0,256,10.00,Line,10,1,0.0,26820843.84,1.00
1,134217728,2.0,256,5.24,Ball_no_boundary,10,1,0.0,33549231.46,1.00
1,134217728,2.0,256,25.00,Line,25,1,0.0,5895214.31,1.00
1,134217728,2.0,256,6.87,Ball_no_boundary,25,1,0.0,3600170.90,1.00
1,134217728,2.0,256,50.00,Line,50,1,0.0,1893771.98,1.00
1,134217728,2.0,256,8.55,Ball_no_boundary,50,1,0.0,5852184.00,1.00
1,134217728,2.0,256,100.00,Line,100,1,0.0,121616.15,1.00
1,134217728,2.0,256,10.70,Ball_no_boundary,100,1,0.0,1760209.45,1.00
1,134217728,2.0,256,200.00,Line,200,1,0.0,796501.12,1.00
1,134217728,2.0,256,13.43,Ball_no_boundary,200,1,0.0,1430545.34,1.00
1,134217728,2.0,256,250.00,Line,250,1,0.0,1049205.64,1.00
1,134217728,2.0,256,14.46,Ball_no_boundary,250,1,0.0,2185352.04,1.00
1,134217728,2.0,256,300.00,Line,300,1,0.0,4126902.04,1.00
1,134217728,2.0,256,15.36,Ball_no_boundary,300,1,0.0,282021.45,1.00
1,134217728,2.0,256,350.00,Line,350,1,0.0,3358184.94,1.00
1,134217728,2.0,256,16.16,Ball_no_boundary,350,1,0.0,1023917.58,1.00
1,134217728,2.0,256,400.00,Line,400,1,0.0,490817.60,1.00
1,134217728,2.0,256,16.90,Ball_no_boundary,400,1,0.0,690199.53,1.00
1,134217728,2.0,256,450.00,Line,450,1,0.0,496172.52,1.00
1,134217728,2.0,256,17.57,Ball_no_boundary,450,1,0.0,143312.59,1.00
1,134217728,2.0,256,500.00,Line,500,1,0.0,575022.49,1.00
1,134217728,2.0,256,18.20,Ball_no_boundary,500,1,0.0,906042.28,1.00
1,134217728,2.2,256,10.00,Line,10,1,0.0,15277122.06,1.00
1,134217728,2.2,256,5.24,Ball_no_boundary,10,1,0.0,26835712.97,1.00
1,134217728,2.2,256,25.00,Line,25,1,0.0,21744754.71,1.00
1,134217728,2.2,256,6.87,Ball_no_boundary,25,1,0.0,1327060.14,1.00
1,134217728,2.2,256,50.00,Line,50,1,0.0,1993997.38,1.00
1,134217728,2.2,256,8.55,Ball_no_boundary,50,1,0.0,7414836.74,1.00
1,134217728,2.2,256,100.00,Line,100,1,0.0,1500255.54,1.00
1,134217728,2.2,256,10.70,Ball_no_boundary,100,1,0.0,6865562.35,1.00
1,134217728,2.2,256,200.00,Line,200,1,0.0,2008164.09,1.00
1,134217728,2.2,256,13.43,Ball_no_boundary,200,1,0.0,5155369.67,1.00
1,134217728,2.2,256,250.00,Line,250,1,0.0,1361141.98,1.00
1,134217728,2.2,256,14.46,Ball_no_boundary,250,1,0.0,1294328.91,1.00
1,134217728,2.2,256,300.00,Line,300,1,0.0,820205.20,1.00
1,134217728,2.2,256,15.36,Ball_no_boundary,300,1,0.0,2498176.23,1.00
1,134217728,2.2,256,350.00,Line,350,1,0.0,164326.70,1.00
1,134217728,2.2,256,16.16,Ball_no_boundary,350,1,0.0,1917055.60,1.00
1,134217728,2.2,256,400.00,Line,400,1,0.0,185091.26,1.00
1,134217728,2.2,256,16.90,Ball_no_boundary,400,1,0.0,31598.41,1.00
1,134217728,2.2,256,450.00,Line,450,1,0.0,292181.57,1.00
1,134217728,2.2,256,17.57,Ball_no_boundary,450,1,0.0,238331.27,1.00
1,134217728,2.2,256,500.00,Line,500,1,0.0,883632.40,1.00
1,134217728,2.2,256,18.20,Ball_no_boundary,500,1,0.0,1658436.24,1.00
1,134217728,2.4,256,10.00,Line,10,1,0.0,679868.17,1.00
1,134217728,2.4,256,5.24,Ball_no_boundary,10,1,0.0,17753491.25,1.00
1,134217728,2.4,256,25.00,Line,25,1,0.0,9225902.46,1.00
1,134217728,2.4,256,6.87,Ball_no_boundary,25,1,0.0,8580598.96,1.00
1,134217728,2.4,256,50.00,Line,50,1,0.0,8023128.36,1.00
1,134217728,2.4,256,8.55,Ball_no_boundary,50,1,0.0,1879506.62,1.00
1,134217728,2.4,256,100.00,Line,100,1,0.0,1172227.86,1.00
1,134217728,2.4,256,10.70,Ball_no_boundary,100,1,0.0,40678.70,1.00
1,134217728,2.4,256,200.00,Line,200,1,0.0,1086870.99,1.00
1,134217728,2.4,256,13.43,Ball_no_boundary,200,1,0.0,2045416.87,1.00
1,134217728,2.4,256,250.00,Line,250,1,0.0,117200.06,1.00
1,134217728,2.4,256,14.46,Ball_no_boundary,250,1,0.0,2970290.36,1.00
1,134217728,2.4,256,300.00,Line,300,1,0.0,131249.09,1.00
1,134217728,2.4,256,15.36,Ball_no_boundary,300,1,0.0,2871167.96,1.00
1,134217728,2.4,256,350.00,Line,350,1,0.0,679959.04,1.00
1,134217728,2.4,256,16.16,Ball_no_boundary,350,1,0.0,4376291.22,1.00
1,134217728,2.4,256,400.00,Line,400,1,0.0,432709.70,1.00
1,134217728,2.4,256,16.90,Ball_no_boundary,400,1,0.0,1929817.93,1.00
1,134217728,2.4,256,450.00,Line,450,1,0.0,413297.30,1.00
1,134217728,2.4,256,17.57,Ball_no_boundary,450,1,0.0,467097.09,1.00
1,134217728,2.4,256,500.00,Line,500,1,0.0,118571.74,1.00
1,134217728,2.4,256,18.20,Ball_no_boundary,500,1,0.0,3457916.23,1.00
1,134217728,2.6,256,10.00,Line,10,1,0.0,17863747.20,1.00
1,134217728,2.6,256,5.24,Ball_no_boundary,10,1,0.0,34495110.22,1.00
1,134217728,2.6,256,25.00,Line,25,1,0.0,8133379.69,1.00
1,134217728,2.6,256,6.87,Ball_no_boundary,25,1,0.0,8664821.60,1.00
1,134217728,2.6,256,50.00,Line,50,1,0.0,815891.56,1.00
1,134217728,2.6,256,8.55,Ball_no_boundary,50,1,0.0,490700.34,1.00
1,134217728,2.6,256,100.00,Line,100,1,0.0,187643.66,1.00
1,134217728,2.6,256,10.70,Ball_no_boundary,100,1,0.0,6252214.25,1.00
1,134217728,2.6,256,200.00,Line,200,1,0.0,1948059.86,1.00
1,134217728,2.6,256,13.43,Ball_no_boundary,200,1,0.0,1420968.84,1.00
1,134217728,2.6,256,250.00,Line,250,1,0.0,1393334.65,1.00
1,134217728,2.6,256,14.46,Ball_no_boundary,250,1,0.0,355565.97,1.00
1,134217728,2.6,256,300.00,Line,300,1,0.0,512356.27,1.00
1,134217728,2.6,256,15.36,Ball_no_boundary,300,1,0.0,5776014.60,1.00
1,134217728,2.6,256,350.00,Line,350,1,0.0,458314.43,1.00
1,134217728,2.6,256,16.16,Ball_no_boundary,350,1,0.0,2457165.74,1.00
1,134217728,2.6,256,400.00,Line,400,1,0.0,317678.20,1.00
1,134217728,2.6,256,16.90,Ball_no_boundary,400,1,0.0,1411928.15,1.00
1,134217728,2.6,256,450.00,Line,450,1,0.0,237201.17,1.00
1,134217728,2.6,256,17.57,Ball_no_boundary,450,1,0.0,3398169.37,1.00
1,134217728,2.6,256,500.00,Line,500,1,0.0,1240103.56,1.00
1,134217728,2.6,256,18.20,Ball_no_boundary,500,1,0.0,1755496.44,1.00
1,134217728,2.8,256,10.00,Line,10,1,0.0,3677230.64,1.00
1,134217728,2.8,256,5.24,Ball_no_boundary,10,1,0.0,2206896.57,1.00
1,134217728,2.8,256,25.00,Line,25,1,0.0,10993472.08,1.00
1,134217728,2.8,256,6.87,Ball_no_boundary,25,1,0.0,4403955.69,1.00
1,134217728,2.8,256,50.00,Line,50,1,0.0,8809501.46,1.00
1,134217728,2.8,256,8.55,Ball_no_boundary,50,1,0.0,24259278.29,1.00
1,134217728,2.8,256,100.00,Line,100,1,0.0,3901324.98,1.00
1,134217728,2.8,256,10.70,Ball_no_boundary,100,1,0.0,1551774.47,1.00
1,134217728,2.8,256,200.00,Line,200,1,0.0,2447912.93,1.00
1,134217728,2.8,256,13.43,Ball_no_boundary,200,1,0.0,1819374.47,1.00
1,134217728,2.8,256,250.00,Line,250,1,0.0,3337.96,1.00
1,134217728,2.8,256,14.46,Ball_no_boundary,250,1,0.0,1145900.78,1.00
1,134217728,2.8,256,300.00,Line,300,1,0.0,73787.26,1.00
1,134217728,2.8,256,15.36,Ball_no_boundary,300,1,0.0,912105.99,1.00
1,134217728,2.8,256,350.00,Line,350,1,0.0,1074336.49,1.00
1,134217728,2.8,256,16.16,Ball_no_boundary,350,1,0.0,1370214.19,1.00
1,134217728,2.8,256,400.00,Line,400,1,0.0,195550.54,1.00
1,134217728,2.8,256,16.90,Ball_no_boundary,400,1,0.0,3305298.13,1.00
1,134217728,2.8,256,450.00,Line,450,1,0.0,1886533.16,1.00
1,134217728,2.8,256,17.57,Ball_no_boundary,450,1,0.0,1041954.70,1.00
1,134217728,2.8,256,500.00,Line,500,1,0.0,568929.95,1.00
1,134217728,2.8,256,18.20,Ball_no_boundary,500,1,0.0,4492015.20,1.00
1,134217728,3.0,256,10.00,Line,10,1,0.0,13130093.63,1.00
1,134217728,3.0,256,5.24,Ball_no_boundary,10,1,0.0,59022520.00,1.00
1,134217728,3.0,256,25.00,Line,25,1,0.0,25555443.93,1.00
1,134217728,3.0,256,6.87,Ball_no_boundary,25,1,0.0,6542807.46,1.00
1,134217728,3.0,256,50.00,Line,50,1,0.0,1546755.56,1.00
1,134217728,3.0,256,8.55,Ball_no_boundary,50,1,0.0,5392489.62,1.00
1,134217728,3.0,256,100.00,Line,100,1,0.0,3337564.69,1.00
1,134217728,3.0,256,10.70,Ball_no_boundary,100,1,0.0,1976264.97,1.00
1,134217728,3.0,256,200.00,Line,200,1,0.0,915104.42,1.00
1,134217728,3.0,256,13.43,Ball_no_boundary,200,1,0.0,5369533.49,1.00
1,134217728,3.0,256,250.00,Line,250,1,0.0,1733492.60,1.00
1,134217728,3.0,256,14.46,Ball_no_boundary,250,1,0.0,1863044.79,1.00
1,134217728,3.0,256,300.00,Line,300,1,0.0,758994.91,1.00
1,134217728,3.0,256,15.36,Ball_no_boundary,300,1,0.0,1909425.42,1.00
1,134217728,3.0,256,350.00,Line,350,1,0.0,1701115.18,1.00
1,134217728,3.0,256,16.16,Ball_no_boundary,350,1,0.0,4423241.47,1.00
1,134217728,3.0,256,400.00,Line,400,1,0.0,426086.43,1.00
1,134217728,3.0,256,16.90,Ball_no_boundary,400,1,0.0,4365252.10,1.00
1,134217728,3.0,256,450.00,Line,450,1,0.0,110610.40,1.00
1,134217728,3.0,256,17.57,Ball_no_boundary,450,1,0.0,1219700.60,1.00
1,134217728,3.0,256,500.00,Line,500,1,0.0,232758.57,1.00
